target,source,weight
UCKL1,Nucleolus,0.01383715
ZKSCAN8,Nucleolus,1.565588072
HOXC4,Nucleolus,1.52576639
ASPH,Nucleolus,0.334116398
WWP2,Nucleolus,0.20491859
GFPT1,Nucleolus,1.380890143
ITSN2,Nucleolus,-0.347150922
MGEA5,Nucleolus,0.889285545
FAM115A,Nucleolus,0.315172399
ZNF587,Nucleolus,2.483086067
MAFK,Nucleolus,0.592474291
DDX39B,Nucleolus,0.967434913
NUDT16,Nucleolus,0.331377583
TLK1,Nucleolus,0.822328673
MDM4,Nucleolus,1.814665863
KLHL9,Nucleolus,0.943472567
C6orf89,Nucleolus,0.179729622
SLC9A6,Nucleolus,-0.072968815
FAN1,Nucleolus,1.00321203
CEP290,Nucleolus,1.255213527
C1orf85,Nucleolus,-0.422457818
SMOC1,Nucleolus,-0.169423114
ZNF652,Nucleolus,1.58075078
SMURF1,Nucleolus,0.570366665
SLC5A3,Nucleolus,0.432370066
COLGALT2,Nucleolus,0.748013528
TMEM184B,Nucleolus,0.198710377
LRIG2,Nucleolus,0.313062708
FOXJ3,Nucleolus,0.455949855
ARHGAP11A,Nucleolus,0.105463656
DENND4B,Nucleolus,-0.214072488
R3HDM4,Nucleolus,-1.327309524
RUNDC1,Nucleolus,1.074184265
TYW1,Nucleolus,-0.137571629
SFMBT2,Nucleolus,0.840539057
ITPRIPL1,Nucleolus,-0.068620607
SMC5,Nucleolus,0.006468662
SREBF2,Nucleolus,-1.38731429
DZIP3,Nucleolus,0.988591142
KIAA0753,Nucleolus,0.978081341
ATG9A,Nucleolus,-0.369887077
TBKBP1,Nucleolus,1.026316252
NAGA,Nucleolus,-0.254327143
SGMS1,Nucleolus,0.117379206
COX20,Nucleolus,0.894740627
CHML,Nucleolus,1.423846734
TATDN3,Nucleolus,0.838088642
RBM20,Nucleolus,0.521793934
PCMTD2,Nucleolus,1.230133902
EFCAB7,Nucleolus,0.850077602
ZYG11A,Nucleolus,2.127806755
SYS1,Nucleolus,-1.596660753
TRAF3IP1,Nucleolus,1.030762185
PHACTR4,Nucleolus,0.913715698
ZDHHC18,Nucleolus,-0.566465436
TMEM57,Nucleolus,-0.609530583
ZDBF2,Nucleolus,0.790907294
BMPR2,Nucleolus,0.431570634
OXLD1,Nucleolus,0.934740758
MRPL38,Nucleolus,0.691664339
SDHD,Nucleolus,0.90084678
NEU1,Nucleolus,-1.369052248
HSPA1B,Nucleolus,-0.766902398
HLA-C,Nucleolus,-1.584665635
DDR1,Nucleolus,-1.618357733
HLA-E,Nucleolus,-0.28385975
ZNF616,Nucleolus,1.922474678
CRHR1-IT1,Nucleolus,0.673480217
GABBR1,Nucleolus,1.33730108
RANBP17,Nucleolus,-0.866638919
ZNF204P,Nucleolus,1.158310904
TCTN1,Nucleolus,-0.001490137
ZBTB48,Nucleolus,1.685918308
C11orf83,Nucleolus,-2.281055785
ZNF783,Nucleolus,1.029193597
SLC35B4,Nucleolus,0.717045805
TRIQK,Nucleolus,1.009600025
PSENEN,Nucleolus,-1.395870529
LGR4,Nucleolus,0.040476572
PDE7A,Nucleolus,1.357498173
TMEM170B,Nucleolus,0.679355912
TECPR1,Nucleolus,0.880425337
ITPRIPL2,Nucleolus,-0.076986295
CRYZL1,Nucleolus,1.000915088
C5orf51,Nucleolus,1.047349377
ZNF316,Nucleolus,0.525065756
NYNRIN,Nucleolus,-0.53814008
AP000525.9,Nucleolus,1.399336596
PTPLB,Nucleolus,-0.352459605
WDR52,Nucleolus,2.037956978
SETD5-AS1,Nucleolus,1.311234957
SACM1L,Nucleolus,0.198340461
C17orf51,Nucleolus,0.947542426
ZNF580,Nucleolus,0.640807303
DENND1B,Nucleolus,1.250262867
SFT2D2,Nucleolus,0.58814633
FGFR1OP,Nucleolus,1.578450826
KLHL23,Nucleolus,0.885868563
TRIM59,Nucleolus,0.943904798
NRAS,Nucleolus,0.383577556
QTRT1,Nucleolus,1.055181632
CHUK,Nucleolus,0.767422656
COG8,Nucleolus,0.844732474
RBMXL1,Nucleolus,0.321028906
LEPROT,Nucleolus,-0.096506622
ATF6B,Nucleolus,0.06054106
SLC35F6,Nucleolus,0.67135226
ZNF134,Nucleolus,0.659688202
EMP2,Nucleolus,-0.438854238
DNASE1,Nucleolus,0.14512113
CSNK1E,Nucleolus,0.325236
GALT,Nucleolus,-0.115011726
ITGA1,Nucleolus,0.165873604
AP1G2,Nucleolus,0.888993511
CARKD,Nucleolus,1.303651543
TTLL3,Nucleolus,2.044508779
CPNE1,Nucleolus,0.757624708
RCN1P2,Nucleolus,-0.126919793
ZBED1,Nucleolus,-0.239836946
DDX12P,Nucleolus,1.487319399
C22orf29,Nucleolus,1.000783611
NEURL4,Nucleolus,-0.060728333
TTC3P1,Nucleolus,-0.613688368
PEX26,Nucleolus,0.924960216
GOLGA8B,Nucleolus,1.468582398
MIR17HG,Nucleolus,1.232149141
TMEM242,Nucleolus,0.641784206
TMEM167B,Nucleolus,-0.37793189
CYB5RL,Nucleolus,0.788770905
CROCCP2,Nucleolus,1.745885889
FNIP1,Nucleolus,1.216122569
RP11-204C16.4,Nucleolus,1.139582627
TENM3,Nucleolus,0.306628498
AC007390.5,Nucleolus,0.112759311
NBPF1,Nucleolus,0.344937153
CCNL2,Nucleolus,1.569480239
PPT2,Nucleolus,-1.212662682
CKMT1A,Nucleolus,0.893027696
NSUN5P1,Nucleolus,1.695199662
RP11-54O7.3,Nucleolus,1.624730462
AFG3L1P,Nucleolus,1.578457108
EPB41L4A-AS1,Nucleolus,-0.123739465
ATXN1L,Nucleolus,0.748073774
SMIM13,Nucleolus,0.305515489
CTD-2228K2.7,Nucleolus,2.295053464
PLEKHM1,Nucleolus,-1.515859841
FAM195B,Nucleolus,-1.186958716
IPO7P2,Nucleolus,1.316714409
SLC26A6,Nucleolus,-0.022662832
FGD5-AS1,Nucleolus,0.720805985
TLK2P1,Nucleolus,0.579812426
BAIAP2-AS1,Nucleolus,-1.410368291
RP11-31F15.1,Nucleolus,1.463671449
TMEM185B,Nucleolus,-0.586170454
C14orf132,Nucleolus,0.933947303
PARG,Nucleolus,0.908525733
TP73-AS1,Nucleolus,0.094278881
SCAMP4,Nucleolus,-0.423422339
SEC63P1,Nucleolus,1.165866546
HCG11,Nucleolus,0.296738867
DHFR,Nucleolus,0.022736397
RP11-206L10.11,Nucleolus,1.220700521
XIST,Nucleolus,2.152473648
RP5-1180C10.2,Nucleolus,0.260576975
HCG18,Nucleolus,0.514016889
CTD-2619J13.14,Nucleolus,1.583410692
SNHG15,Nucleolus,0.793009335
SNHG7,Nucleolus,-0.089489735
HOTAIRM1,Nucleolus,0.827609445
RP4-775C13.1,Nucleolus,1.179599436
ZNF37BP,Nucleolus,1.703809228
ZNF736,Nucleolus,1.180980329
MAGI2-AS3,Nucleolus,0.971779941
JRK,Nucleolus,1.473455186
GAS5,Nucleolus,0.172369194
LINC00338,Nucleolus,1.605819308
PPP1R3E,Nucleolus,1.627856714
RP5-827C21.1,Nucleolus,-1.774393041
NUS1P1,Nucleolus,1.080480126
ZBTB22,Nucleolus,-2.218733351
AD000090.2,Nucleolus,1.59744343
ZBED5,Nucleolus,0.438112157
RNF103,Nucleolus,0.104442341
TMEM189,Nucleolus,-0.348460136
RPL36A,Nucleolus,2.224599632
CD302,Nucleolus,-1.84744037
SNHG3,Nucleolus,0.780640333
C15orf38,Nucleolus,-0.0103522
AP5Z1,Nucleolus,0.841943251
MICAL3,Nucleolus,0.774224679
KCTD7,Nucleolus,0.35205029
SCARF2,Nucleolus,-1.119502338
APOBEC3C,Nucleolus,0.201963824
N4BP2L2,Nucleolus,1.448422665
NEAT1,Nucleolus,1.864516865
CRNDE,Nucleolus,-0.150563527
OIP5-AS1,Nucleolus,0.543100864
MARS2,Nucleolus,0.142521672
HAUS5,Nucleolus,0.044366381
PDCD6,Nucleolus,-0.206490836
THAP9-AS1,Nucleolus,1.325974078
SHANK3,Nucleolus,0.429472918
RTN3P1,Nucleolus,-0.82860098
MALAT1,Nucleolus,1.847984223
TUG1,Nucleolus,1.046912636
GS1-251I9.4,Nucleolus,1.243008782
UTP14C,Nucleolus,1.025262171
ZNF260,Nucleolus,1.301103824
PABPC4L,Nucleolus,1.314497031
FPGT,Nucleolus,0.845986845
MEX3A,Nucleolus,1.233005567
POLR2M,Nucleolus,1.173923041
SNHG1,Nucleolus,-0.017216284
POLG2,Nucleolus,1.814370784
KIAA1147,Nucleolus,0.734656539
RP11-349A22.5,Nucleolus,1.086451776
LINC00641,Nucleolus,0.655154827
RP4-773N10.4,Nucleolus,1.899656526
CEP95,Nucleolus,0.408981586
LINC00657,Nucleolus,0.913436904
RP1-239B22.5,Nucleolus,1.764725894
RP6-24A23.6,Nucleolus,1.371216317
ERVK13-1,Nucleolus,1.469767192
GS1-358P8.4,Nucleolus,1.748836492
VPS9D1-AS1,Nucleolus,-0.181257477
RP6-24A23.7,Nucleolus,1.310104051
GAN,Nucleolus,1.264767458
SPON1,Nucleolus,0.41913083
RP11-159D12.2,Nucleolus,2.029559943
OTUD7B,Nucleolus,0.061727534
RNF115,Nucleolus,0.9774747
BAHCC1,Nucleolus,0.582812463
NBPF15,Nucleolus,1.958751674
RP11-242D8.1,Nucleolus,2.368555584
RP11-18I14.10,Nucleolus,1.842228585
NBPF9,Nucleolus,1.325573865
EGLN2,Nucleolus,1.453319918
NUDT3,Nucleolus,1.323924913
KMT2B,Nucleolus,0.452509291
POM121C,Nucleolus,-0.224114957
RP11-504P24.8,Nucleolus,1.742904506
DCP1A,Nucleolus,0.849613343
EPOP,Nucleolus,-0.812611208
NOL12,Nucleolus,1.371133709
SOCS7,Nucleolus,0.5314399
PI4KAP1,Nucleolus,1.860263519
ZNF280B,Nucleolus,1.040657444
MLLT6,Nucleolus,0.970464398
SYNRG,Nucleolus,-0.235480532
TADA2A,Nucleolus,1.067138678
PIP4K2B,Nucleolus,-0.125289807
AL133325.3,Nucleolus,2.315770207
DDX52,Nucleolus,1.062837347
MYO19,Nucleolus,0.569895502
DHRS11,Nucleolus,0.444274404
ACACA,Nucleolus,0.269882594
AC005332.6,Nucleolus,-0.147554787
RP11-574K11,Nucleolus,1.034940292
AL035425.4,Nucleolus,2.421027524
EBLN3P,Nucleolus,0.934240479
GCLC,Lamina,0.792826826
NFYA,Lamina,0.05603596
NIPAL3,Lamina,0.411312938
ENPP4,Lamina,0.558327187
SEMA3F,Lamina,0.065755877
CD99,Lamina,-0.811157109
LASP1,Lamina,-0.781575095
M6PR,Lamina,0.152332279
CFLAR,Lamina,1.316672054
NDUFAF7,Lamina,0.842292677
RBM5,Lamina,1.853688158
SLC7A2,Lamina,0.820220305
SARM1,Lamina,0.726036972
CAMKK1,Lamina,0.560787281
RECQL,Lamina,-0.149653763
ARHGAP33,Lamina,0.544020775
CDC27,Lamina,0.042354969
SPPL2B,Lamina,1.52459368
CREBBP,Lamina,0.041826575
GCFC2,Lamina,-0.098888156
RHBDD2,Lamina,-0.947563948
IBTK,Lamina,0.485198168
ZNF195,Lamina,0.734671041
MYCBP2,Lamina,0.584352314
ZFX,Lamina,0.438515298
LAMP2,Lamina,-0.510394638
GDE1,Lamina,-0.784567069
TMEM98,Lamina,-0.485754175
TMEM132A,Lamina,0.361301319
ZNF263,Lamina,0.426693049
MAP3K9,Lamina,1.550475164
JHDM1D,Lamina,1.268163449
PHTF2,Lamina,0.871460726
FARP2,Lamina,0.592383846
IFRD1,Lamina,1.191606469
ARHGAP44,Lamina,0.680512426
ELAC2,Lamina,-0.754945994
ADIPOR2,Lamina,-0.121163389
PAFAH1B1,Lamina,0.218974659
KIAA0100,Lamina,-0.800208611
PAX6,Lamina,0.75474322
LUC7L,Lamina,0.806396546
CACNA2D2,Lamina,0.052337623
PIGQ,Lamina,0.471399025
CRAMP1L,Lamina,0.869869349
JARID2,Lamina,0.537274543
ADAM22,Lamina,1.475647778
CYB561,Lamina,-0.112999147
SPAG9,Lamina,0.175343206
CELSR3,Lamina,1.017064532
AASS,Lamina,0.44397838
PKD1,Lamina,1.161378944
SEC62,Lamina,-0.355833221
REV3L,Lamina,0.796332938
POMT2,Lamina,0.199979936
BAZ1B,Lamina,0.054423005
ZNF207,Lamina,0.503307379
IFFO1,Lamina,0.809307297
NISCH,Lamina,1.466353634
IDS,Lamina,0.155178254
CLCN6,Lamina,1.403079064
MRC2,Lamina,0.397626976
TSPAN9,Lamina,0.157770857
BTBD7,Lamina,0.603871731
MBTD1,Lamina,0.831143513
LARS2,Lamina,-0.401830269
PIK3C2A,Lamina,0.402890289
ANLN,Lamina,-0.156346773
QPCTL,Lamina,0.658141624
MAP4K3,Lamina,0.564568482
BRCA1,Lamina,0.205574753
MBTPS2,Lamina,-0.226971725
EXTL3,Lamina,-0.315953824
ELOVL5,Lamina,-0.286362637
MAP4K5,Lamina,0.655051542
MAN2B2,Lamina,0.140375252
CLK1,Lamina,1.325973874
ANGEL1,Lamina,0.245478691
DDX11,Lamina,0.777902992
UFL1,Lamina,0.332386201
SLC30A9,Lamina,-0.2866759
COX15,Lamina,-0.054444591
ZMYND11,Lamina,0.803305626
XYLT2,Lamina,0.719485233
NUDCD3,Lamina,0.422743188
CHDH,Lamina,0.771726024
GLT8D1,Lamina,0.034142933
ATP2C1,Lamina,-0.523395521
RALBP1,Lamina,-0.314081803
CNTN1,Lamina,-0.559150092
PHLDB1,Lamina,0.249048548
MRE11A,Lamina,0.754268383
SPAST,Lamina,-0.481915762
NRXN3,Lamina,0.277120766
CPS1,Lamina,-1.059692178
SLC45A4,Lamina,-0.010985547
ZNF839,Lamina,1.708308121
ZDHHC6,Lamina,0.57645863
RNH1,Lamina,-0.204982998
RB1CC1,Lamina,0.011338666
ERP44,Lamina,-0.538296588
AKAP11,Lamina,1.05738876
GCLM,Lamina,0.249391407
DEPDC1,Lamina,0.347290608
SEC63,Lamina,-0.109750198
FAS,Lamina,-1.082130209
RNASET2,Lamina,1.059450776
AGPAT4,Lamina,2.008651407
MIPEP,Lamina,-0.29077926
VEZT,Lamina,-0.261209106
BRD9,Lamina,1.052981301
SNX1,Lamina,0.612924215
BCLAF1,Lamina,0.223011452
SLC39A9,Lamina,0.480038587
RABEP1,Lamina,-0.073680271
FAM13B,Lamina,-0.004282208
PNPLA6,Lamina,-0.647827528
ZCCHC8,Lamina,0.913002622
CHPF2,Lamina,0.541318269
FUT8,Lamina,-0.662179159
UBA6,Lamina,0.07319229
ATP6V0A1,Lamina,0.589593214
SLC4A7,Lamina,1.310447102
VCL,Lamina,-0.350463493
ADSS,Lamina,0.089183224
TIMP2,Lamina,-1.023117878
RFC1,Lamina,-0.136099042
ZZZ3,Lamina,0.13609831
MFAP3,Lamina,0.308263133
MRI1,Lamina,0.891757842
AGA,Lamina,-0.583263349
BOD1L1,Lamina,0.925651606
TRIO,Lamina,0.856894152
VCAN,Lamina,-0.180332752
CLEC16A,Lamina,0.037253586
ZFYVE16,Lamina,0.430069827
RAI14,Lamina,-0.017487533
PNKP,Lamina,0.816867083
PQLC2,Lamina,-0.300451777
CTNS,Lamina,-0.337149432
INPP4A,Lamina,0.918381814
RETSAT,Lamina,0.343255808
CUL7,Lamina,0.027646555
PHKA2,Lamina,0.874693859
DSG2,Lamina,-0.093784479
OFD1,Lamina,0.708587879
GPM6B,Lamina,-0.032291221
YTHDC2,Lamina,0.860925713
TPR,Lamina,0.379647519
SCML1,Lamina,1.831040122
MAP4,Lamina,-0.108535577
GOPC,Lamina,0.642225821
ZNF800,Lamina,0.413692338
SNX29,Lamina,-0.019209654
KITLG,Lamina,-0.51240957
H6PD,Lamina,1.51983464
LTBP1,Lamina,-0.749441385
RCN1,Lamina,-0.02163399
PTCD2,Lamina,2.40791227
LIMA1,Lamina,-0.305936308
LETMD1,Lamina,1.466280992
POLQ,Lamina,0.81751714
MPHOSPH9,Lamina,0.958299931
PLEKHA5,Lamina,0.053127753
SIKE1,Lamina,1.143928756
MSMO1,Lamina,-0.549536402
TTC17,Lamina,0.959908444
LAMA3,Lamina,0.941083333
AP5M1,Lamina,0.792711004
ANAPC4,Lamina,0.806563532
ARID4B,Lamina,0.611655364
SDCCAG8,Lamina,0.172940577
FOXC1,Lamina,0.039087452
PLEKHH1,Lamina,1.166769762
ATP9A,Lamina,-0.242667061
FAM168A,Lamina,1.199559783
RELT,Lamina,1.060043076
NOP58,Lamina,0.258951382
TAB2,Lamina,-0.072290098
USP36,Lamina,0.36609101
KMT2C,Lamina,0.965029825
MCOLN3,Lamina,1.91429891
PUM2,Lamina,0.46592831
RC3H2,Lamina,0.683347725
DCBLD2,Lamina,0.093458549
SOAT1,Lamina,-0.160611836
ATP11B,Lamina,0.481906738
SEC61A1,Lamina,-0.779561512
PPP1R12A,Lamina,0.336821478
POLR3E,Lamina,0.539083337
ATP2B4,Lamina,0.541983617
ZC3H11A,Lamina,1.060802426
NDC1,Lamina,-0.345860863
UNKL,Lamina,1.19265557
ALDH18A1,Lamina,-0.789264966
TARBP1,Lamina,2.012612351
WNK1,Lamina,0.012463396
CCAR1,Lamina,0.603028465
PTPRU,Lamina,-0.018234529
QSER1,Lamina,0.229385598
BCAT1,Lamina,0.520174488
PRDM6,Lamina,2.325332803
TNK2,Lamina,1.50268266
MON2,Lamina,0.825316529
GPBP1,Lamina,0.324858808
WAPAL,Lamina,-0.056865119
VMP1,Lamina,-0.840223404
APPBP2,Lamina,-0.026715056
AHRR,Lamina,1.420539872
ZNF275,Lamina,1.435509887
MTMR1,Lamina,0.252303332
GPC1,Lamina,0.108765434
TM7SF3,Lamina,-0.598548494
CDON,Lamina,0.501061384
HIPK2,Lamina,0.786649868
SUGP2,Lamina,1.545465164
SLC12A2,Lamina,0.043045688
HMG20B,Lamina,0.566028075
UHRF1BP1,Lamina,0.888630693
PKN2,Lamina,0.266674733
TRAM2,Lamina,0.791806139
NTN1,Lamina,0.095456478
ADAT1,Lamina,0.648947169
SPEN,Lamina,0.912336294
MAP2K4,Lamina,-0.140859928
SLK,Lamina,-0.01110268
CYB5R4,Lamina,0.243794343
ASB1,Lamina,1.761944645
FAM107B,Lamina,0.063511664
SLC9A7,Lamina,0.642799122
FOXJ2,Lamina,0.370802164
PPP2R5A,Lamina,0.003606342
ASPM,Lamina,1.2055256
ZBTB11,Lamina,1.014085428
ATXN3,Lamina,1.077645488
FGFR2,Lamina,0.238205979
LRRC40,Lamina,0.076778977
ATG2B,Lamina,1.01651691
ARFGEF1,Lamina,-0.204623375
KLF6,Lamina,1.059879391
NEO1,Lamina,-0.45125103
TRAM1,Lamina,-0.813458992
TP53BP1,Lamina,-0.145890412
IARS2,Lamina,-0.459397897
ROCK1,Lamina,0.096585197
HYAL2,Lamina,-0.947498719
FGFR3,Lamina,0.917948606
MEF2A,Lamina,0.345276655
ACSL4,Lamina,0.098755915
PRR11,Lamina,-0.378124705
REEP1,Lamina,-0.655593098
ATP11A,Lamina,1.186289968
POLR1A,Lamina,0.374819667
IP6K2,Lamina,0.717491419
KIF2A,Lamina,-0.005796832
TGFBR3,Lamina,0.119990807
NEDD4,Lamina,-0.182304688
MAPK6,Lamina,-0.380412017
UFD1L,Lamina,0.809764334
LRP6,Lamina,0.941992021
NUCB2,Lamina,-0.451977345
SLC44A1,Lamina,-0.207299168
TMEM260,Lamina,1.078085856
SMG6,Lamina,-0.112895624
CLTCL1,Lamina,1.31709017
DGCR2,Lamina,-0.21415379
MNT,Lamina,1.931411332
ZXDC,Lamina,1.504659048
NDST1,Lamina,0.29711593
AP3M2,Lamina,0.853071458
RAD18,Lamina,0.701419843
ATP2B1,Lamina,0.238214878
MGAT4A,Lamina,0.682067228
SNX13,Lamina,0.807426653
VASH1,Lamina,1.333699914
SEL1L,Lamina,-0.031732261
ATP6AP1,Lamina,-0.639873244
DAZAP1,Lamina,0.658361434
CPSF1,Lamina,0.209190208
SLC6A15,Lamina,0.221469658
RDH11,Lamina,-0.264721662
PRKACA,Lamina,-0.686110806
LPHN1,Lamina,0.395043213
RPS6KA6,Lamina,0.593505891
EPN2,Lamina,0.635961279
PTPN18,Lamina,0.49778495
TFRC,Lamina,-0.181450172
AFF4,Lamina,0.812730679
MPP5,Lamina,-0.054946336
HMMR,Lamina,-0.33994075
P4HA2,Lamina,-0.919550488
TRNT1,Lamina,1.016612561
ACADVL,Lamina,0.054144646
EVC,Lamina,0.495242448
DERL2,Lamina,-0.050691422
NDE1,Lamina,-0.314735415
PVR,Lamina,0.530686775
SCARB1,Lamina,0.633912198
SELO,Lamina,1.989398863
LLGL2,Lamina,1.379862618
PDE8A,Lamina,0.895811717
SDHA,Lamina,-0.378328527
KDM5A,Lamina,-0.035505984
ADAM11,Lamina,0.530041187
ST6GAL1,Lamina,0.165430804
GLI2,Lamina,1.163718423
NOTCH3,Lamina,0.066357884
BCS1L,Lamina,0.530666216
DPP8,Lamina,1.249023625
SLC24A1,Lamina,0.863850502
LMAN1,Lamina,0.044175758
PTPLAD1,Lamina,-0.307663645
TUBE1,Lamina,1.731298464
SEMA3C,Lamina,-0.421514423
TTC38,Lamina,0.161750372
CELSR1,Lamina,0.322221111
ZNF638,Lamina,0.29856108
SLC25A40,Lamina,1.121603022
RASAL2,Lamina,1.164405318
ZNF37A,Lamina,2.020691715
FNDC3B,Lamina,0.305733834
FRYL,Lamina,0.377471217
TMEM131,Lamina,0.059417824
WDR62,Lamina,0.328281526
BCAP29,Lamina,0.246168939
SEC31B,Lamina,1.273452844
RBMS2,Lamina,0.534077192
SLC46A1,Lamina,0.398661268
PLXNA2,Lamina,-0.628077243
ANKRD13A,Lamina,0.073882215
PAG1,Lamina,1.516728554
MCAM,Lamina,-0.110330319
GPC4,Lamina,-0.643522589
MBNL3,Lamina,1.247651611
DGKD,Lamina,0.794118597
TM9SF3,Lamina,-0.094122764
PPP1R12B,Lamina,2.157243461
DNAJC10,Lamina,0.021572074
GTF3C1,Lamina,-0.368603481
IL4R,Lamina,0.550503197
LRCH4,Lamina,0.725135191
FAM76B,Lamina,1.390510382
SIRT6,Lamina,-0.135222887
POLD3,Lamina,0.550912261
PHF17,Lamina,0.715038222
FBLN1,Lamina,-0.742400723
ITGA8,Lamina,-0.360085463
MCCC1,Lamina,0.145615775
ACER3,Lamina,0.995085106
N4BP2,Lamina,0.649960432
HOXA9,Lamina,1.372001674
PCM1,Lamina,0.314680381
TNRC6C,Lamina,0.604454537
ITCH,Lamina,-0.050920311
SDF4,Lamina,0.013239455
FKBP7,Lamina,-0.535385055
SLC1A3,Lamina,0.230323783
SAR1A,Lamina,-0.40847071
PAFAH1B3,Lamina,-0.370227098
MOXD1,Lamina,-0.903123002
STX7,Lamina,0.824075674
RABL2B,Lamina,0.741517274
SLC35C2,Lamina,0.324184728
CRYBG3,Lamina,1.412067061
RIF1,Lamina,0.848777214
PSEN1,Lamina,-0.379927607
RBL1,Lamina,0.162702109
RSBN1,Lamina,0.717808358
MAGI3,Lamina,0.579370967
OSTM1,Lamina,-0.5555750779999999
EXD2,Lamina,-0.231446736
MEF2C,Lamina,0.255254445
UBA5,Lamina,1.037965841
STK17B,Lamina,0.79939927
ZNF510,Lamina,1.447101304
LRP2,Lamina,0.282945215
DUSP12,Lamina,0.439005626
KIAA0141,Lamina,0.88075135
PHLPP1,Lamina,-0.722292892
SMARCD3,Lamina,0.185092293
C5orf22,Lamina,0.194354052
CCNT2,Lamina,1.70492655
NFE2L1,Lamina,-0.410277002
GSK3B,Lamina,0.191619989
ITGB5,Lamina,-0.750690184
ERC1,Lamina,-0.173636906
RNF13,Lamina,-0.291111886
LYRM2,Lamina,-0.244298404
KAT6A,Lamina,-0.028051831
PLOD1,Lamina,-0.939989175
TDRD3,Lamina,-0.278682061
PDS5B,Lamina,0.020858109
OXCT1,Lamina,-0.10696658
RRAGB,Lamina,0.661354972
FAT1,Lamina,-0.427605184
YTHDC1,Lamina,0.3703978
ZMPSTE24,Lamina,-0.479087174
REST,Lamina,0.867467236
APLP2,Lamina,-0.426240181
KIAA1467,Lamina,0.428636939
TXLNA,Lamina,0.507795633
NCOA1,Lamina,-0.381741209
AGBL5,Lamina,-0.816951096
CD59,Lamina,-0.491302845
ATRX,Lamina,0.586752412
SCAMP1,Lamina,-0.708763915
HACE1,Lamina,1.145807963
WDFY1,Lamina,0.086393017
MTIF2,Lamina,-0.100429631
ATG16L1,Lamina,0.371186746
POMGNT1,Lamina,-0.388325618
B4GALT1,Lamina,-0.139269997
IPO11,Lamina,-0.621022327
TMED2,Lamina,-0.545438761
ERO1LB,Lamina,0.643952335
PPP1R15A,Lamina,-1.146307709
NLK,Lamina,-0.028222526
PIGS,Lamina,-0.600091229
ATXN7L3,Lamina,-0.161249385
PGS1,Lamina,1.021668876
SH3BP2,Lamina,1.131988342
ADD1,Lamina,0.093550835
TXNDC16,Lamina,0.183124503
NID2,Lamina,0.082562207
KLHL42,Lamina,1.724841342
ERGIC2,Lamina,-0.00110545
METTL2A,Lamina,-0.258723911
PTPN4,Lamina,1.429513404
KHSRP,Lamina,-0.525074988
EPB41L1,Lamina,-0.462437382
ANKRD10,Lamina,2.474603539
DOCK3,Lamina,1.613306761
PPP1R13B,Lamina,0.957902324
ATRN,Lamina,0.163835601
ZNF343,Lamina,0.794626164
MAVS,Lamina,1.368271223
LZTS3,Lamina,0.423795274
SNX5,Lamina,1.198911105
MAPKAPK5,Lamina,0.648404215
ESF1,Lamina,0.243395524
SLC23A2,Lamina,0.385556899
KIF16B,Lamina,0.223435127
ERP29,Lamina,-0.597920864
FUS,Lamina,1.183754842
ZNF302,Lamina,1.171524851
GRAMD1A,Lamina,0.281165034
GANAB,Lamina,-0.778276109
RBM41,Lamina,1.500913427
GPATCH2L,Lamina,1.777179724
SLC9A1,Lamina,-0.103352439
SPTLC1,Lamina,-0.493974541
PAPOLA,Lamina,-0.328025605
MUL1,Lamina,-0.417960442
RAB11FIP3,Lamina,0.599822194
GOLGA3,Lamina,0.621287464
EFNB1,Lamina,-0.382740463
PDPR,Lamina,1.167897091
GLG1,Lamina,-0.411794427
TNRC6A,Lamina,0.686247355
PLEKHG2,Lamina,0.080319385
NAT14,Lamina,-0.386128104
RBM27,Lamina,-0.159327509
OSBPL8,Lamina,0.099268009
NRCAM,Lamina,0.063635094
LAMB1,Lamina,0.037238719
CMTM6,Lamina,-0.745323992
ITGA6,Lamina,-0.185360855
SEL1L3,Lamina,-0.310074739
ORC6,Lamina,0.950871396
TMEM101,Lamina,-0.660792197
OSGEP,Lamina,0.73929388
G2E3,Lamina,0.520677691
HECTD1,Lamina,0.180678095
SEMA6A,Lamina,0.810618842
TRPM7,Lamina,0.451638054
TYRO3,Lamina,-0.238113421
AGO1,Lamina,1.073349624
MFSD11,Lamina,0.197537621
GPATCH2,Lamina,0.904592004
NUP50,Lamina,0.485061671
LRRFIP2,Lamina,0.284871535
SEC22C,Lamina,1.06473341
XYLB,Lamina,0.840821264
HDAC6,Lamina,-0.150586298
CBX5,Lamina,1.239116259
SUCO,Lamina,0.039422249
HOOK2,Lamina,0.543679103
ARCN1,Lamina,-0.560955137
TMEM38B,Lamina,-0.35626597
BTAF1,Lamina,0.99177635
IKZF5,Lamina,0.766231912
WAC,Lamina,0.234254541
CREM,Lamina,-0.685742232
BRPF3,Lamina,0.038243293
EFHC1,Lamina,1.832901903
ABL1,Lamina,-0.384203571
SH3GLB1,Lamina,0.485120346
SCD,Lamina,-0.091191226
ABLIM1,Lamina,0.637617239
ERMP1,Lamina,-0.13441829
NRP1,Lamina,-0.173889182
MZF1,Lamina,2.180312801
FBXL19,Lamina,0.082182074
MTAP,Lamina,0.776773197
CEP170B,Lamina,0.66941128
POLRMT,Lamina,0.003643856
ARVCF,Lamina,1.07918924
TRMT2A,Lamina,0.556510917
ZDHHC8,Lamina,1.189562048
KLHL22,Lamina,1.204246486
